concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_6_acertos;cidade_uf;rateio_6_acertos;ganhadores_5_acertos;rateio_5_acertos;ganhadores_4_acertos;rateio_4_acertos;acumulado_6_acertos;arrecadacao_total;estimativa_premio;acumulado_sorteio_especial_mega_da_virada;observacao
1411;2012-08-01;8;12;32;44;46;48;2;ARAUCÁRIA/PR/SÃO BERNARDO DO CAMPO/SP;21505646.36;360;12795.43;21016;313.11;0.00;78679980.00;3000000.00;31390840.47;NULL
1412;2012-08-04;6;8;24;37;41;45;1;COLATINA/ES;3288513.09;103;17331.97;6893;369.98;0.00;30492424.00;2000000.00;31860628.06;NULL
1413;2012-08-07;13;15;33;45;54;55;0;NULL;0.00;70;12672.64;3887;326.02;1634104.26;15152076.00;4000000.00;32094071.54;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1414;2012-08-09;21;37;44;46;49;57;0;NULL;0.00;36;41848.78;3349;642.64;18502377.63;25733096.00;22000000.00;32490533.60;NULL
1415;2012-08-11;26;36;40;46;49;51;0;NULL;0.00;39;61075.63;3766;903.55;22890179.88;40685478.00;28000000.00;33117362.51;NULL
1416;2012-08-15;3;19;22;24;35;49;2;BRASÍLIA/DF/ESTRELA DO NORTE/SP;14192091.49;206;14477.96;14457;294.71;0.00;50942620.00;2500000.00;33902220.11;NULL
1417;2012-08-18;5;12;45;52;56;59;4;NOVA GLÓRIA/GO/CORONEL FABRICIANO/MG/BOM PRINCÍPIO/RS/GUARULHOS/SP;773932.30;83;20247.46;6383;376.11;0.00;28704854.00;2000000.00;34344467.15;NULL
1418;2012-08-22;7;8;10;12;27;56;0;NULL;0.00;188;7637.07;11107;184.66;2644837.54;24524004.00;5600000.00;34722301.10;NULL
1419;2012-08-25;17;21;30;48;52;58;0;NULL;0.00;56;32191.40;3828;672.75;17872769.48;30791774.00;22000000.00;35196700.69;NULL
1420;2012-08-29;2;11;16;18;36;45;0;NULL;0.00;129;18723.93;9189;375.50;22322165.67;41256602.00;28000000.00;35832328.73;NULL
1421;2012-09-01;19;31;39;44;53;59;1;SÃO PAULO/SP;27700609.77;142;20561.45;8046;518.39;0.00;49871110.00;2500000.00;36600677.91;NULL
1422;2012-09-05;2;5;13;17;39;44;1;CAÇAPAVA/SP;2662243.82;250;5780.87;12007;171.94;0.00;24685402.00;2000000.00;36980998.47;NULL
1423;2012-09-08;3;8;21;25;27;43;3;MANAUS/AM/JABOATÃO DOS GUARARAPES/PE/MAUÁ/SP;729819.96;187;6355.96;8340;203.59;0.00;20301558.00;2000000.00;37293778.46;NULL
1424;2012-09-12;3;7;15;29;38;60;0;NULL;0.00;83;16458.38;6625;294.56;13325277.46;23333070.00;17000000.00;37653264.05;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1425;2012-09-15;7;16;29;36;38;50;1;RIO DE JANEIRO/RJ;17534538.97;82;27866.19;6460;505.31;0.00;39029976.00;2000000.00;38254587.13;NULL
1426;2012-09-19;6;15;18;24;30;44;0;NULL;0.00;67;19687.18;5957;316.32;2429813.06;22530210.00;5500000.00;38601703.29;NULL
1427;2012-09-22;8;39;44;47;53;56;0;NULL;0.00;73;23322.46;4824;504.18;5566069.41;29080638.00;9000000.00;39049739.92;NULL
1428;2012-09-26;7;15;19;34;37;55;1;RECIFE/PE;8826040.59;204;8674.99;9777;258.58;0.00;30227772.00;2000000.00;39515450.10;NULL
1429;2012-09-29;9;12;22;39;48;60;0;NULL;0.00;59;25259.36;4805;443.08;12664526.03;25455478.00;16000000.00;39907634.98;NULL
1430;2012-10-03;2;19;22;30;46;52;0;NULL;0.00;87;26310.37;6685;489.15;16881109.04;39097864.00;22000000.00;40510004.01;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1431;2012-10-06;5;9;13;33;40;54;0;NULL;0.00;278;10435.48;17721;233.86;22225171.32;49552308.00;28000000.00;41273441.49;NULL
1432;2012-10-10;16;24;25;42;45;59;0;NULL;0.00;124;24792.19;10268;427.71;27888229.83;52510170.00;35000000.00;42082449.86;NULL
1433;2012-10-13;4;13;14;40;46;52;1;VIÇOSA DO CEARÁ/CE;33905517.49;124;26342.96;9358;498.66;0.00;55794726.00;2000000.00;42942062.39;NULL
1434;2012-10-17;3;18;22;34;55;58;2;LUIZ ALVES/SC/Ribeirão Preto/SP;1352380.47;116;12657.75;6335;331.10;0.00;25079638.00;19000000.00;43328456.82;NULL
1435;2012-10-20;4;15;45;47;50;52;0;NULL;0.00;93;26165.43;6915;502.71;19534166.50;41564024.00;25000000.00;43968821.22;NULL
1436;2012-10-24;1;13;23;24;30;57;0;NULL;0.00;127;21218.15;9275;415.04;24498095.24;46027556.00;30000000.00;44677953.92;NULL
1437;2012-10-27;22;23;26;37;38;48;0;NULL;0.00;107;33311.44;8856;574.96;31063955.59;60881314.00;38000000.00;45615933.98;NULL
1438;2012-10-31;7;14;31;33;36;49;2;SÃO PAULO/SP;19240377.33;712;5654.86;19524;294.60;0.00;68771562.00;2500000.00;46675476.71;NULL
1439;2012-11-03;2;34;35;42;43;55;0;NULL;0.00;45;32387.25;3961;525.63;19099165.19;24893922.00;25000000.00;47059009.86;NULL
1440;2012-11-07;2;6;28;36;51;56;1;RIALMA/GO;24405605.10;148;19463.78;11068;371.81;0.00;49203458.00;2000000.00;47817072.71;NULL
1441;2012-11-10;17;29;36;38;53;56;0;NULL;0.00;66;26165.75;5471;450.93;3181203.48;29497406.00;6700000.00;48271530.35;NULL
1442;2012-11-14;12;13;20;30;34;49;0;NULL;0.00;80;25198.19;6274;459.00;6894620.79;34432308.00;11000000.00;48802018.55;NULL
1443;2012-11-17;12;20;32;48;52;54;0;NULL;0.00;72;29228.38;5984;502.39;10771227.06;35945462.00;15000000.00;49355819.46;NULL
1444;2012-11-21;2;5;27;28;48;55;0;NULL;0.00;175;13021.24;11165;291.56;27713340.32;38922186.00;32000000.00;49955481.87;NULL
1445;2012-11-24;5;19;32;41;49;58;1;ARAXÁ/MG;33883410.57;133;25183.96;10497;455.83;0.00;57211388.00;2500000.00;50836920.50;NULL
1446;2012-11-28;6;13;24;32;40;51;1;RIBEIRÃO PIRES/SP;2639040.77;87;16466.92;5521;370.69;0.00;24470254.00;2500000.00;51213926.34;NULL
1447;2012-12-01;1;19;28;33;39;41;0;NULL;0.00;51;32040.96;4339;538.00;3010163.50;27911454.00;6000000.00;51643949.71;NULL
1448;2012-12-05;1;25;29;36;56;60;0;NULL;0.00;83;21898.01;6212;417.97;6358254.43;31044854.00;10000000.00;52122248.43;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1449;2012-12-08;2;6;18;30;52;56;0;NULL;0.00;116;18517.69;8481;361.82;22336184.15;36690336.00;27000000.00;52687525.39;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1450;2012-12-12;26;27;31;38;44;45;0;NULL;0.00;88;30888.14;7146;543.39;27343313.77;46428132.00;33000000.00;53402829.63;NULL
1451;2012-12-15;2;10;11;33;52;57;0;NULL;0.00;164;19191.54;12868;349.41;33141179.59;53760158.00;40000000.00;54231096.19;NULL
1452;2012-12-18;2;14;28;50;57;58;0;NULL;0.00;60;36504.89;5878;532.32;37175930.17;37411840.00;41000000.00;54807489.15;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1453;2012-12-20;6;13;25;32;47;57;0;NULL;0.00;282;10734.25;14237;303.74;42752088.24;51704394.00;48000000.00;55604083.17;NULL
1454;2012-12-22;4;27;29;41;48;52;0;NULL;0.00;144;23883.32;11007;446.36;122411671.25;58744064.00;230000000.00;122411671.25;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1455;2012-12-31;14;32;33;36;41;52;3;APARECIDA DE GOIÂNIA/GO/FRANCA/SP/SÃO PAULO/SP;81594699.72;1368;27413.18;113258;473.01;0.00;640548924.00;2500000.00;0.00;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1456;2013-01-02;6;8;14;26;36;40;0;NULL;0.00;24;29713.02;2685;379.41;1313627.95;12180490.00;3500000.00;187661.16;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1457;2013-01-05;15;16;34;42;46;59;0;NULL;0.00;96;18748.79;6867;374.43;4629202.83;30743352.00;7500000.00;661314.73;NULL
1458;2013-01-09;2;4;16;33;44;51;0;NULL;0.00;134;15358.12;9515;308.98;8420233.24;35151968.00;13000000.00;1202890.51;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1459;2013-01-12;2;6;30;34;35;52;1;LAGES/SC;13246202.09;147;17821.85;11563;323.66;0.00;44748336.00;13000000.00;1892314.64;NULL
1460;2013-01-16;4;14;27;38;50;52;0;NULL;0.00;103;20925.78;7074;435.26;12296574.51;36815066.00;17000000.00;2459513.28;NULL
1461;2013-01-19;31;36;44;47;49;54;0;NULL;0.00;99;27077.55;6683;573.02;17234665.08;45787974.00;23000000.00;3164954.80;NULL
1462;2013-01-23;5;9;25;27;38;40;1;SÃO PAULO/SP;22470803.48;392;7251.21;12264;331.10;0.00;48551594.00;2000000.00;3912974.58;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1463;2013-01-26;13;22;28;29;40;48;0;NULL;0.00;46;35283.98;4520;512.97;2989852.91;27723126.00;6000000.00;4340096.43;NULL
1464;2013-01-30;2;24;32;50;54;59;0;NULL;0.00;76;23495.23;5570;457.97;19117004.46;30500016.00;25000000.00;4810001.00;NULL
1465;2013-02-02;6;11;16;26;44;53;0;NULL;0.00;117;23295.61;7939;490.45;24137821.57;46555048.00;30000000.00;5527260.60;NULL
1466;2013-02-06;4;6;13;34;37;51;1;RIO DE JANEIRO/RJ;29873254.83;213;14617.47;15287;290.95;0.00;53181258.00;3000000.00;6346608.23;NULL
1467;2013-02-09;23;24;26;41;52;53;1;CONTAGEM/MG;3097080.96;75;22416.97;3925;611.92;0.00;28717388.00;1500000.00;6789048.38;NULL
1468;2013-02-13;1;2;10;19;20;37;1;VOLTA REDONDA/RJ;1542491.77;179;4677.95;6493;184.23;0.00;14302608.00;2000000.00;7009404.35;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1469;2013-02-16;4;13;35;54;56;58;0;NULL;0.00;105;15231.81;6920;330.16;14475394.97;27317922.00;19000000.00;7430283.35;NULL
1470;2013-02-20;2;34;36;38;51;55;2;IÚNA/ES/CÓRREGO NOVO/MG;9438162.39;172;13889.98;9203;370.85;0.00;40807202.00;3000000.00;8058987.62;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1471;2013-02-23;10;25;33;36;40;58;0;NULL;0.00;92;17770.13;5159;452.70;3011569.17;27924488.00;6500000.00;8489211.81;NULL
1472;2013-02-27;12;18;23;25;45;50;0;NULL;0.00;130;13563.89;7002;359.75;6259763.90;30118576.00;10000000.00;8953239.64;NULL
1473;2013-03-02;2;12;33;57;58;60;0;NULL;0.00;121;18428.91;8300;383.80;10367470.95;38088322.00;15000000.00;9540054.94;NULL
1474;2013-03-06;1;2;3;11;28;43;1;ALTO PARNAÍBA/MA;14742572.93;158;15031.99;11838;286.61;0.00;40567716.00;16000000.00;10165069.53;NULL
1475;2013-03-09;12;13;37;44;48;51;1;COTIA/SP;16179244.60;111;20277.36;9065;354.70;0.00;38445112.00;3000000.00;10757381.79;NULL
1476;2013-03-13;4;10;26;37;47;57;0;NULL;0.00;58;25819.12;4681;457.01;2758568.78;25578566.00;7000000.00;11151463.06;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1477;2013-03-16;3;4;46;50;56;59;0;NULL;0.00;58;33527.40;4036;688.30;6340706.88;33215034.00;10000000.00;11663197.09;NULL
1478;2013-03-20;10;27;37;40;47;55;0;NULL;0.00;56;35716.33;4924;580.28;10025127.83;34163442.00;15000000.00;12189542.95;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1479;2013-03-23;21;48;50;54;57;60;0;NULL;0.00;59;40564.43;5006;682.98;26112714.84;40879372.00;32000000.00;12819359.12;NULL
1480;2013-03-27;9;14;21;26;36;52;1;TERESÓPOLIS/RJ;31618202.79;151;19792.67;11395;374.68;0.00;51049112.00;2500000.00;13605857.42;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1481;2013-03-30;17;27;28;40;44;55;0;NULL;0.00;46;28132.97;3154;586.15;2383898.76;22104474.00;5200000.00;13946414.38;NULL
1482;2013-04-03;6;9;11;34;41;53;0;NULL;0.00;79;20782.22;5433;431.69;5408258.78;28043090.00;9000000.00;14378465.82;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1483;2013-04-06;1;35;39;53;55;56;0;NULL;0.00;53;38750.70;4817;609.08;9191551.17;35080218.00;13000000.00;14918936.18;NULL
1484;2013-04-10;17;20;24;29;49;53;0;NULL;0.00;85;25680.65;7114;438.34;24978254.24;37284786.00;30000000.00;15493371.66;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1485;2013-04-13;4;27;30;36;54;59;0;NULL;0.00;212;14575.86;12408;355.77;30670509.92;52780898.00;37000000.00;16306551.06;NULL
1486;2013-04-17;1;6;10;34;40;54;1;LONDRINA/PR;37137524.71;174;20176.24;12128;413.52;0.00;59964778.00;2500000.00;17230410.34;NULL
1487;2013-04-20;4;9;17;23;28;53;0;NULL;0.00;198;8062.23;9593;237.72;2940589.52;27266336.00;6500000.00;17650494.57;NULL
1488;2013-04-24;4;22;25;38;45;51;1;HORTOLÂNDIA/SP;6092267.98;144;11881.33;7105;344.00;0.00;29223638.00;2800000.00;18100734.36;Sorteio realizado em Estúdio de TV.
1489;2013-04-27;1;15;24;26;28;48;1;CAMPO GRANDE/MS;2867241.35;86;18098.87;5462;407.09;0.00;26586222.00;17000000.00;18510340.29;NULL
1490;2013-05-02;1;3;31;32;43;52;0;NULL;0.00;73;26934.64;4902;573.01;16896662.04;33584654.00;20500000.00;19027768.93;NULL
1491;2013-05-04;6;26;45;50;56;60;0;NULL;0.00;74;31442.92;5450;609.90;21182827.87;39743064.00;25000000.00;19640078.34;NULL
1492;2013-05-08;4;9;18;44;46;48;1;NEPOMUCENO/MG;26460707.33;232;12349.72;12719;321.80;0.00;48938634.00;2400000.00;20394061.14;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1493;2013-05-11;7;12;24;27;30;49;2;SALVADOR/BA/CAMPINAS/SP;1471764.39;137;11663.62;9075;251.54;0.00;27293590.00;2500000.00;20814565.27;NULL
1494;2013-05-15;2;14;24;28;35;50;0;NULL;0.00;68;20542.92;5746;347.30;14329345.31;23860410.00;19000000.00;21182175.42;NULL
1495;2013-05-18;4;13;14;44;49;57;0;NULL;0.00;140;16899.84;9828;343.91;18687724.13;40412652.00;24000000.00;21804800.99;NULL
1496;2013-05-22;14;18;28;41;47;54;0;NULL;0.00;106;25446.39;8337;462.19;23656465.87;46072184.00;29000000.00;22514621.25;NULL
1497;2013-05-25;4;5;7;27;45;58;0;NULL;0.00;252;11685.01;17540;239.82;29080768.61;50296330.00;34500000.00;23289521.66;NULL
1498;2013-05-29;6;11;27;40;46;49;0;NULL;0.00;237;14636.95;14820;334.38;35470952.42;59252370.00;43000000.00;24202405.07;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1499;2013-06-01;8;22;26;33;37;54;1;PEDRA PRETA/MT;43036617.07;295;13922.29;18276;321.03;0.00;70151904.00;22000000.00;25283214.32;NULL
1500;2013-06-05;10;18;31;43;57;59;1;MIRANTE DO PARANAPANEMA/SP;22610179.37;81;30598.43;7055;501.86;0.00;42334170.00;3000000.00;25935444.12;NULL
1501;2013-06-08;1;7;13;29;37;54;1;Uruara/PA;3144718.24;238;7172.83;11210;217.55;0.00;29159100.00;3000000.00;26384689.60;NULL
1502;2013-06-12;6;22;43;51;52;57;0;NULL;0.00;48;31688.04;3580;606.95;2801889.58;25980254.00;6000000.00;26784959.56;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1503;2013-06-15;3;4;16;22;36;42;0;NULL;0.00;111;16427.17;8448;308.34;6160813.94;31145306.00;10000000.00;27264805.91;NULL
1504;2013-06-19;2;10;12;30;41;42;0;NULL;0.00;74;25045.42;5957;444.46;20439900.82;31656794.00;25000000.00;27752532.60;NULL
1505;2013-06-22;1;2;6;9;16;32;0;NULL;0.00;263;9151.90;15199;226.23;24873756.07;41112500.00;29500000.00;28385940.50;NULL
1506;2013-06-26;3;14;18;34;42;49;0;NULL;0.00;182;13681.20;10892;326.58;29460557.82;42530682.00;35000000.00;29041197.91;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1507;2013-06-29;24;46;50;51;52;56;0;NULL;0.00;93;34293.63;7021;648.93;35335598.46;54475754.00;42000000.00;29880489.43;NULL
1508;2013-07-03;17;18;30;35;39;58;2;TERESÓPOLIS/RJ/SÃO PAULO/SP;21168975.92;115;33054.59;10276;528.45;0.00;64928654.00;2500000.00;30880825.64;NULL
1509;2013-07-06;1;6;27;46;51;59;0;NULL;0.00;71;22607.95;5633;407.08;18579983.72;27417412.00;22000000.00;31303237.45;NULL
1510;2013-07-10;1;8;17;44;46;53;1;PONTA GROSSA/PR;22933056.04;95;24874.70;9101;370.93;0.00;40363448.00;2700000.00;31925104.94;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1511;2013-07-13;4;8;17;29;31;45;0;NULL;0.00;138;11883.51;7658;305.92;3020912.81;28011126.00;6500000.00;32356663.93;NULL
1512;2013-07-17;11;28;35;42;46;58;0;NULL;0.00;94;19009.23;5874;434.57;6312511.60;30521036.00;10000000.00;32826892.34;Sorteio realizado em estúdio de TV.
1513;2013-07-20;17;28;31;56;57;58;0;NULL;0.00;44;47603.75;4837;618.61;10170920.65;35776730.00;14500000.00;33378093.65;NULL
1514;2013-07-24;16;17;23;42;59;60;1;TOLEDO/PR;14061405.08;66;31999.66;6219;485.14;0.00;36074146.00;14000000.00;33933877.16;NULL
1515;2013-07-27;4;13;14;18;49;59;1;SAPUCAIA DO SUL/RS;15200594.63;111;17732.26;8567;328.21;0.00;33619702.00;2500000.00;34451845.80;NULL
1516;2013-07-31;4;18;20;34;45;60;1;NOVO PROGRESSO/PA;2581185.45;56;25021.69;3946;507.28;0.00;23933796.00;2500000.00;34820586.59;Sorteio realizado em estúdio de TV.
1517;2013-08-03;7;17;38;45;52;56;0;NULL;0.00;60;25710.14;5366;410.68;2841647.55;26348906.00;6000000.00;35226536.24;NULL
1518;2013-08-06;8;9;28;41;48;55;0;NULL;0.00;28;36256.85;2892;501.47;4711737.63;17340232.00;6700000.00;35493691.99;NULL
1519;2013-08-08;5;6;15;23;56;59;0;NULL;0.00;72;21543.33;5886;376.46;16228282.25;26494284.00;21000000.00;35901881.44;NULL
1520;2013-08-10;7;31;35;36;46;48;0;NULL;0.00;43;53442.81;5886;557.74;20461515.75;39252254.00;25000000.00;36506629.10;NULL
1521;2013-08-14;11;14;18;30;33;39;1;NOVA IGUAÇU/RJ;25313774.00;134;19657.33;9266;406.10;0.00;44992102.00;2500000.00;37199808.87;NULL
1522;2013-08-17;5;8;23;32;33;56;0;NULL;0.00;93;16446.20;6765;322.98;2817494.59;26124950.00;6000000.00;37602308.11;NULL
1523;2013-08-21;22;25;31;39;41;44;0;NULL;0.00;61;27846.83;4254;570.44;5946598.97;29014322.00;9500000.00;38049323.03;NULL
1524;2013-08-24;2;12;40;46;52;53;0;NULL;0.00;53;38596.27;4637;630.21;21532147.87;34940408.00;26000000.00;38587639.37;NULL
1525;2013-08-28;2;26;30;35;46;54;0;NULL;0.00;67;36863.34;6260;563.63;26081860.01;42186772.00;32000000.00;39237598.27;NULL
1526;2013-08-31;10;16;28;47;51;59;1;SÃO PAULO/SP;31746274.15;149;20637.37;10735;409.20;0.00;52522740.00;2500000.00;40046800.31;NULL
1527;2013-09-04;16;32;36;42;44;48;0;NULL;0.00;92;14866.46;5439;359.23;2519473.73;23361580.00;5200000.00;40406725.15;NULL
1528;2013-09-06;4;13;15;19;36;58;0;NULL;0.00;101;12591.67;7347;247.28;4862186.40;21722580.00;7500000.00;40741398.40;NULL
1529;2013-09-11;11;15;17;34;35;49;1;CAMPINA GRANDE DO SUL/PR;8144582.40;75;23758.30;6622;384.40;0.00;30435704.00;15000000.00;41210312.13;NULL
1530;2013-09-14;10;16;28;33;48;53;2;GUARULHOS/SP/Ribeirão Preto/SP;7800140.92;138;15973.07;9644;326.52;0.00;37650804.00;2500000.00;41790386.73;NULL
1531;2013-09-18;12;13;24;41;42;44;0;NULL;0.00;108;12777.02;5944;331.64;2541953.77;23570024.00;5500000.00;42153523.00;NULL
1532;2013-09-21;2;11;23;31;42;44;3;PONTA PORÃ/MS/SÃO PAULO/SP;1934416.36;91;19455.14;5676;445.58;0.00;30240050.00;2500000.00;42619422.34;NULL
1533;2013-09-25;13;21;29;34;47;57;0;NULL;0.00;89;15085.80;5659;338.93;2473276.87;22933224.00;5200000.00;42972747.62;Sorteio realizado em Estúdio de TV.
1534;2013-09-28;1;12;28;29;34;48;1;ITALVA/RJ;5734618.57;89;19892.61;6196;408.19;0.00;30240480.00;12300000.00;43438653.59;NULL
1535;2013-10-02;8;9;25;41;54;55;0;NULL;0.00;63;30780.52;6058;457.28;13376862.66;33122518.00;17000000.00;43948962.26;Sorteio realizado em Estúdio de TV.
1536;2013-10-05;13;18;29;32;50;58;0;NULL;0.00;89;27340.47;7408;469.24;17859260.43;41562606.00;23000000.00;44589304.81;NULL
1537;2013-10-09;6;10;33;50;51;56;1;VITÓRIA/ES;23232379.04;209;13956.16;11870;351.04;0.00;49821730.00;2500000.00;45356893.20;Sorteio realizado em Estúdio de TV.
1538;2013-10-11;23;27;35;52;53;57;1;RIBEIRÃOZINHO/MT;2163459.28;132;8897.35;5238;320.31;0.00;20060470.00;2500000.00;45665958.83;NULL
1539;2013-10-16;8;10;20;26;49;58;0;NULL;0.00;53;27254.69;4366;472.64;14133639.10;24673116.00;17500000.00;46046090.11;SORTEIO REALIZADO EM ESTÚDIO DE TV
1540;2013-10-19;3;17;27;32;47;54;0;NULL;0.00;299;8340.81;14429;246.91;18727668.11;42597696.00;23000000.00;46702379.98;NULL
1541;2013-10-23;5;24;37;44;49;58;0;NULL;0.00;205;13154.60;12026;320.34;23695260.85;46061530.00;29000000.00;47412036.10;Sorteio realizado em Estúdio de TV.
1542;2013-10-26;7;11;12;30;39;57;0;NULL;0.00;154;20868.02;11783;389.62;29615187.77;54891958.00;37000000.00;48257739.96;NULL
1543;2013-10-30;7;15;20;23;30;41;0;NULL;0.00;182;21370.06;13138;422.91;36779781.70;66433014.00;45000000.00;49281253.40;SORTEIO REALIZADO EM ESTÚDIO DE TV
1544;2013-11-01;2;21;30;35;45;50;0;NULL;0.00;152;26624.88;10385;556.70;63155442.89;69125452.00;75000000.00;50346248.42;SORTEIO REALIZADO EM ESTÚDIO DE TV
1545;2013-11-06;4;6;11;24;45;48;1;MAUÁ/SP;80499108.16;680;13845.79;45410;296.19;0.00;160817482.00;2800000.00;52823914.90;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1546;2013-11-09;4;17;38;44;53;60;0;NULL;0.00;100;17358.44;6673;371.61;3197606.56;29649502.00;6500000.00;53280715.85;NULL
1547;2013-11-13;2;9;10;18;21;28;1;RECIFE/PE;6867422.89;227;8776.15;11559;246.21;0.00;34028022.00;2500000.00;53804975.33;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1548;2013-11-16;19;41;42;44;47;54;0;NULL;0.00;45;31037.69;3429;581.88;2572861.18;23856610.00;5700000.00;54172526.94;NULL
1549;2013-11-20;10;12;16;20;32;53;1;LONDRINA/PR;5772796.80;66;26319.82;6564;378.05;0.00;29671098.00;23000000.00;54629660.61;SORTEIO REALIZADO EM ESTÚDIO DE TV
1550;2013-11-23;9;13;21;27;36;56;1;MONTANHA/ES;23634735.21;229;11349.56;14109;263.16;0.00;44393694.00;2500000.00;55313620.88;NULL
1551;2013-11-27;2;15;19;21;23;38;1;BOA VISTA/RR;2820316.51;131;11687.25;7631;286.61;0.00;26151116.00;3000000.00;55716523.25;Sorteio realizado em Estúdio de TV.
1552;2013-11-30;7;18;24;26;39;46;0;NULL;0.00;122;13693.19;7839;304.44;3077362.89;28534554.00;6500000.00;56156146.53;NULL
1553;2013-12-04;20;21;22;29;46;60;0;NULL;0.00;48;39092.63;3788;707.66;6533974.54;32051102.00;11000000.00;56649948.22;Sorteio realizado em Estúdio de TV.
1554;2013-12-07;30;32;49;50;52;53;0;NULL;0.00;60;37772.91;4098;790.06;22222363.27;38711366.00;27500000.00;57246362.58;NULL
1555;2013-12-11;2;5;23;33;52;59;0;NULL;0.00;167;16791.74;13033;307.37;27388034.29;47898192.00;33000000.00;57984315.60;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1556;2013-12-14;1;4;7;10;11;52;0;NULL;0.00;549;6125.83;26705;179.90;33583180.67;57443904.00;40000000.00;58869336.52;NULL
1557;2013-12-17;4;16;18;31;45;46;0;NULL;0.00;123;20612.58;8744;414.21;38253558.38;43305632.00;44000000.00;59536533.35;Sorteio realizado em Estúdio de TV.
1558;2013-12-19;7;15;17;31;42;54;0;NULL;0.00;186;18644.94;11538;429.38;44641902.75;59235314.00;53000000.00;60449153.98;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1559;2013-12-21;8;12;16;29;37;58;1;OLÍMPIA/SP;51491466.00;317;11729.76;16431;323.28;0.00;63511922.00;200000000.00;79825384.73;NULL
1560;2013-12-31;20;30;36;38;47;53;4;MACEIÓ/AL/TEOFILÂNDIA/BA/CURITIBA/PR/PALOTINA/PR;56169465.02;1147;38701.20;90376;701.67;0.00;758218978.00;1500000.00;0.00;Sorteio realizado em Estúdio de TV.
1561;2014-01-02;23;26;28;54;55;60;0;NULL;0.00;20;25914.28;1669;443.62;954736.58;8852704.00;3000000.00;136390.97;NULL
1562;2014-01-04;10;12;23;37;47;51;0;NULL;0.00;59;22007.62;4384;423.11;3346617.51;22178488.00;5800000.00;478088.26;NULL
1563;2014-01-09;1;6;13;20;36;43;1;ARROIO GRANDE/RS;6872625.83;202;9475.83;10395;263.05;0.00;32694576.00;2500000.00;981803.74;NULL
1564;2014-01-11;25;38;44;46;53;54;1;RIO DE JANEIRO/RJ;3219906.28;71;24619.00;5602;445.74;0.00;29856274.00;9000000.00;1441790.38;NULL
1565;2014-01-15;18;37;39;41;43;51;0;NULL;0.00;52;38754.07;5157;558.24;10056109.18;34421316.00;15000000.00;1972109.22;Sorteio realizado em Estúdio de TV.
1566;2014-01-18;5;6;11;32;36;60;1;ITAGUAÍ/RJ;14791263.61;133;19327.16;8797;417.43;0.00;43906268.00;2500000.00;2648559.87;NULL
1567;2014-01-22;2;15;30;38;48;53;0;NULL;0.00;59;25222.12;4463;476.33;2741246.19;25417944.00;6000000.00;3040166.48;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1568;2014-01-25;19;24;25;28;42;58;0;NULL;0.00;103;18255.37;7192;373.49;6204962.36;32116978.00;10000000.00;3534983.09;NULL
1569;2014-01-29;5;15;18;31;42;53;0;NULL;0.00;81;25568.62;6718;440.40;21628185.40;35375222.00;27000000.00;4079998.49;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1570;2014-02-01;15;18;24;42;46;56;0;NULL;0.00;225;13231.54;11903;357.30;27112310.39;50851026.00;34000000.00;4863444.93;NULL
1571;2014-02-05;3;29;32;46;55;60;0;NULL;0.00;176;20467.75;11857;434.02;33748171.78;61530392.00;41000000.00;5811425.14;Sorteio realizado em Estúdio de TV.
1572;2014-02-08;20;27;42;45;46;47;0;NULL;0.00;93;46724.09;11613;534.54;41752746.75;74221658.00;50000000.00;6954935.86;NULL
1573;2014-02-12;7;16;21;35;36;38;0;NULL;0.00;230;23076.78;19015;398.75;51530013.98;90658778.00;62000000.00;8351688.34;Sorteio realizado em Estúdio de TV.
